NAZIV,ŠIFRA,NETO_KOLIÈINA,JEDINICA_MJERE,PAKIRANJE,MARKA,MALOPRODAJNA_CIJENA,CIJENA_ZA_JEDINICU_MJERE,BARKOD,KATEGORIJA_PROIZVODA,Sidrena_cijena_na_02.05.2025
Ureðaj za uvijanje kose,0444853,0.72,1ST,Pakovanje,Silvercrest Personal Care,10,10,4335747009044,Kozmetika,10
Set za manikuru-pedikuru,0444854,0.331,1ST,Pakovanje,Silvercrest Personal Care,7,7,4335747009006,Kozmetika,7
Set za manikuru-pedikuru,0444854,0.331,1ST,Pakovanje,Silvercrest Personal Care,7,7,4335747009020,Kozmetika,7
Set kozmetièkih kistova u torbici,0444863,0.174,1ST,Pakovanje,Cien BEAUTY,6.99,6.99,4335747008986,Kozmetika,6.99
Turpije za stopala,0444865,0.052,1ST,Pakovanje,Cien BEAUTY,0.5,0.5,4335633058071,Kozmetika,0.5
Umak za salatu sort. SK3,0013078,0.315,300ml,Boca,McEnnedy,1.69,5.63,20816605,Hrana,1.69
Sprej za èišæenje kupaonice ,0013207,0.524,600ml,Limenka,W5,1.79,2.98,4056489953807,Sredstva za èišæenje,1.79
Kikiriki u tijestu,0013257,0.2,200g,Vrecica,Alesto,1.59,7.95,20005702,Hrana,1.59
Kikiriki prženi i slani,0013259,0.25,250g,Vrecica,Alesto,1.59,6.36,20014384,Hrana,1.59
Kalifornijske pistacije,0013266,0.25,250g,Vrecica,Alesto,4.31,17.24,4335619014442,Hrana,4.39
LED Kozmetièko ogledalo,0452798,0.6,1ST,Pakovanje,Cien BEAUTY,7,7,4335753095345,Kozmetika,7
Rašpica za nokte,0452800,0.023,1ST,Pakovanje,Cien BEAUTY,0.5,0.5,4335754041716,Kozmetika,0.5
Set kozmetièkih kistova,0452812,0.057,1ST,Pakovanje,Cien BEAUTY,1,1,4335753096687,Kozmetika,1
Set kozmetièkih kistova,0452812,0.057,1ST,Pakovanje,Cien BEAUTY,1,1,4335753096700,Kozmetika,1
Èetka za kosu,0452819,0.069,1ST,Pakovanje,Cien BEAUTY,1,1,4335753097424,Kozmetika,1
Èetka za kosu,0452819,0.069,1ST,Pakovanje,Cien BEAUTY,1,1,4335753097431,Kozmetika,1
Trimer za dlaèice u nosu-ušima,0452960,0.085,1ST,Pakovanje,Silvercrest Personal Care,1,1,4335754019173,Kozmetika,1
Handcooked chips SK2,6903902,0.125,125g,Vrecica,Snack Day,1.29,10.32,20251635,Hrana,1.29
Aquafresh djeèja pasta za zube SK2,6903927,0.05,50ml,Tuba,,2.59,51.8,5908311862049,Kozmetika,2.59
Eva Tuna salata Kvinoja,6903962,0.16,160g,Limenka,,1.99,12.44,3856020217679,Hrana,1.99
Kraš Runolist èokolada,6903976,0.1,100g,Pakovanje,,1.45,14.5,3850102514830,Hrana,1.45
Podravka Goveði gulaš,6903998,0.4,400g,Limenka,,3.39,8.48,3850104020087,Hrana,3.39
Nestlé NAN 1,6904054,0.8,800g,Limenka,,19.49,24.36,7613036362238,Hrana,19.49
Illy Classic Roast mljevena kava,6904108,0.25,250g,Limenka,,6.99,27.96,8003753192451,Piæe,6.99
The Natural Krema za lice SK1,6904123,0.05,50ml,Pakovanje,,5.19,103.8,0385989350712,Kozmetika,5.19
Omekšivaè 80 pranja SK6,0170888,1.998,2l,PET-Boca,Doussy,2.99,0.04,4056489982999,Sredstva za èišæenje,2.99
Château Thibault AOP Bordeaux blanc,0171112,0.75,"0,75l",Boca,,3.99,5.32,3021891075127,Piæe,3.99
Paprika s punjenjem SK1,0171424,0.3,300g,Staklo,Deluxe,3.54,11.8,4056489570851,Hrana,3.54
Povræe na grèki naèin SK1,0171434,0.68,680g,Staklo,Eridanous ,3.99,5.87,4056489570912,Hrana,3.99
Kolaè u obliku puža s kom. èokolade,0171481,0.5,500g,Vrecica,Duc de Coeur,3.59,7.18,4056489571346,Hrana,3.59
Prašak za puding vanilija,0172428,0.19,190g,Pakovanje,Belbake,0.89,4.68,4056489546870,Hrana,0.89
Italiano Prosecco DOC Spumante,0173145,0.75,"0,75l",Boca,,7.99,10.65,8051566563609,Piæe,7.99
Voæni namaz,0173201,0.4,400g,Staklo,Maribel,2.39,5.98,4056489593133,Hrana,2.39
Mini Pizza Kombi,0173215,0.52,520g,Pakovanje,Italiamo,2.59,4.98,4056489593225,Hrana,2.59
Pribor za oblikovanje kose,0478225,0.047,1ST,Pakovanje,Cien BEAUTY,1.49,1.49,4052916228197,Kozmetika,1.99
Sušilo za kosu,0467482,0.49,1ST,Pakovanje,Silvercrest Personal Care,9.99,9.99,4052916222683,Kozmetika,9.99
"Ardenska kobasica, narezak",7407831,1,ca. 160g,Atmos-Posudica,,16.19,16.19,2894968000000,Hrana,16.19
Aromatizirani maslac SK1,7409654,0.125,125g,Pakovanje,Deluxe,2.13,17.04,4056489986799,Hrana,2.13
Okruglice sa sirom i borovnicama,7502902,0.5,500g,Vrecica,Kuljanka,2.29,4.58,4056489067498,Hrana,2.29
"Džiugas tvrdi sir, cca. 1kg",7604195,1,ca. 1kg,Vakumir. pakov.,,9.89,9.89,2145202000000,Hrana,9.89
Tortelloni/Njoki od krumpira SK7,7701351,0.323,"250g,500g",Pakovanje,Combino,0.95,3.8,20830977,Hrana,1.19
Tortelloni/Njoki od krumpira SK7,7701351,0.323,"250g,500g",Pakovanje,Combino,0.95,3.8,20830984,Hrana,1.19
Tortelloni/Njoki od krumpira SK7,7701351,0.348,"250g,500g",Pakovanje,Combino,0.95,3.8,20830977,Hrana,1.19
Extra džem SK2,6904671,0.86,860g,Staklo,-,2.99,3.48,4056489075103,Hrana,2.99
"Marin. BBQ steak,b.k. s.k.,cca.500g",6904672,1,ca. 500g,Atmos-Pakiranje,Naša mesnica,5.79,5.79,2836095000005,Hrana,6.99
"Marin. BBQ steak,b.k. s.k.,cca.500g",6904672,1,ca. 500g,Atmos-Pakiranje,Naša mesnica,5.79,5.79,2836096000000,Hrana,6.99
Tekuæi jogurt š. voæe,6904723,1,1kg,PET-Boca,Pilos,1.89,1.89,4056489075363,Hrana,1.89
Toaletni papir 3-sloja 16x150 list.,6904746,1.52,16komad,Pakovanje,Floralys,3.25,0.2,4056489074977,Proizvodi za kuæanstvo,3.25
Kompot od šljive (OM 340g),6904756,0.68,720ml,Staklo,Okusi zavièaja,1.29,3.79,4056489316152,Hrana,1.29
Lino Èokolino,6904850,1.4,"1,4kg",Kart. na prekl.,,7.49,5.35,3856020242176,Hrana,7.49
Svježi jadranski brancin,6904859,0.7,700g,Atmos-Pakiranje,Naša ribarnica,6.99,9.99,4056489316268,Hrana,10.69
"Kefir 3,5% XXL",6904860,1.5,"1,5kg",PET-Boca,Pilos,1.89,1.26,4056489316305,Hrana,1.89
Moj Kruh Baguette SK1,6908983,0.26,260g,Vrecica,,0.99,3.81,3859892992682,Hrana,0.99
Moj Kruh Baguette SK1,6908983,0.26,260g,Vrecica,,0.99,3.81,3859892992705,Hrana,0.99
"Jaja, razred M, 10kom.",6908999,0.058,10komad,Pakovanje,,2.29,0.23,3859889055772,Hrana,2.39
"Jaja, razred L, 10kom.",6909000,0.068,10komad,Pakovanje,,2.59,0.26,4056489612490,Hrana,2.59
Proteini.si Oat Cake Creamy Yoghurt,6909023,0.06,60g,Pakovanje,,0.99,16.5,3830084724052,Hrana,0.99
Violeta Omekšivaè Gold 62 pranja,6909039,1.55,"1,55l",Boca,,2.99,1.93,3870128035294,Sredstva za èišæenje,3.49
Pils,6909144,0.5,"0,5l",Limenka,,1.99,3.98,3858895210144,Piæe,1.99
Kraš Slatki mix Uskrs,6909177,0.337,337g,Vrecica,,3.99,11.84,3850102015047,Hrana,3.99
Maasdamer polutvrdi sir cca. 300g,6909194,1,ca. 300g,Pakovanje,,7.69,7.69,2153402000000,Hrana,7.69
Maasdamer polutvrdi sir cca. 300g,6909194,1,ca. 300g,Pakovanje,,7.69,7.69,2153403000000,Hrana,7.69
Svježa jadranska orada,6909203,0.72,720g,Atmos-Pakiranje,Naša ribarnica,7.49,10.4,4056489926603,Hrana,10.99
Bebimil Hrana za dojenèad 3,6909236,0.5,500g,Karton,,8.49,16.98,9007253104920,Hrana,8.49
Ekos Kikiriki torta,6909252,0.78,780g,Pakovanje,,9.99,12.81,3858889619625,Hrana,9.99
Ekos Èokoladna Torta ,6909254,0.7,700g,Pakovanje,,9.99,14.27,3858889619656,Hrana,9.99
HealthyCo Prote Prot.namaz SK3,7004533,0.4,400g,Limenka,,4.69,11.73,7350021423290,Hrana,4.69
Majoneza s tartufima,7007641,0.2,200g,Limenka,Chef Select,1.39,6.95,4056489770756,Hrana,1.79
BO Uskršnja pletenica,7201444,0.5,500g,Plitica,,1.89,3.78,3800210987965,Hrana,1.89
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801622666,Kozmetika,1.19
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801633914,Kozmetika,1.19
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801633938,Kozmetika,1.19
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801634072,Kozmetika,1.19
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801634102,Kozmetika,1.19
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801634119,Kozmetika,1.19
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801661757,Kozmetika,1.19
Lak za nokte SK4,5508886,0.009,8ml,Pakovanje,Cien Beauty,1.19,1.19,5901801663737,Kozmetika,1.19
Sv. punj. jastuèiæi kupus i gljive,5508982,0.4,400g,Atmos-Posudica,Kuljanka,1.79,4.48,20149055,Hrana,1.79
Punjena mlijeèna èok. RFA SK2,5510305,0.1,100g,Tabla,Fin Carré,1.09,10.9,20902469,Hrana,1.19
Voæni jogurt s mueslima SK5,5510756,0.215,215g,Posudica,Pilos,1.49,6.93,4056489180975,Hrana,1.49
Lak za nokte Neon Splash SK4,5511556,0.008,8ml,Pakovanje,Cien Beauty,1.19,148.75,5901801662228,Kozmetika,1.19
Lak za nokte Neon Splash SK4,5511556,0.008,8ml,Pakovanje,Cien Beauty,1.19,148.75,5901801662242,Kozmetika,1.19
Lak za nokte Neon Splash SK4,5511556,0.008,8ml,Pakovanje,Cien Beauty,1.19,148.75,5901801662259,Kozmetika,1.19
Sok od jabuke,5512331,1,1l,PET-Boca,Solevita,1.29,1.29,4056489585817,Piæe,1.29
Kozmetièki pribor Emily in Paris,0471092,0.029,1ST,Pakovanje,,1,1,4335754012143,Kozmetika,1
VitalMaxx El. odstranji. rožn. kože,0470314,0.25,1ST,Pakovanje,,5,5,4049618124780,Kozmetika,5
Aranžmani SK1,6908580,1.05,1komad,Pakovanje,,12.99,12.99,3858889011931,Proizvodi za kuæanstvo,12.99
Aranžmani SK3,6908586,1.25,1komad,Pakovanje,,24.99,24.99,3858892741337,Proizvodi za kuæanstvo,24.99
Aranžmani SK4,6908589,1.28,1komad,Pakovanje,,27.99,27.99,3858889010163,Proizvodi za kuæanstvo,27.99
Cedevita Vitaminska voda Limeta-Lim,6908595,0.5,"0,5l",PET-Boca,,1.05,2.1,3850322016848,Piæe,1.05
Boom Box Zobeni keksi banana kakao,6908620,0.05,50g,Pakovanje,,0.89,17.8,3856027801475,Hrana,0.89
Boom Box Zobeni keksi šumsko voæe,6908621,0.05,50g,Pakovanje,,0.89,17.8,3856027801451,Hrana,0.89
Boom Box Zobeni keksi borovnica van,6908622,0.05,50g,Pakovanje,,0.89,17.8,3858890479409,Hrana,0.89
Johnnie Walker Bl. L. Wh. + 2 èaše,6908626,0.7,"0,7l",Boca,,22.99,32.84,5000267195117,Piæe,22.99
Ekos Maxi Kinder kolaè,6908635,0.36,360g,Pakovanje,,4.99,13.86,3858889619281,Hrana,4.99
Ekos Mini kremšnite,6908636,0.27,270g,Pakovanje,,2.89,10.7,3858889619243,Hrana,2.89
L'Angelica Gel za tuširanje SK3,6908759,0.5,500ml,PET-Boca,,2.99,5.98,8017331077061,Kozmetika,3.19
Lumen Lampion 6x130g 16h,6908769,0.48,6x130g,Pakovanje,,4.49,0.75,3870634021798,Proizvodi za kuæanstvo,4.49
Vegeta Univerzalan zaèin,6908772,0.7,700g,Vrecica,,5.39,7.7,3850104254932,Hrana,5.39
Elmex Extra Soft èetkice za zube,6908787,0.036,3komad,Pakovanje,,10.49,3.5,8718951188075,Kozmetika,10.49
Palmolive Gel za tuš. s pump. SK1,6908808,0.78,750ml,PET-Boca,,4.49,5.99,8714789526478,Kozmetika,4.49
Palmolive Gel za tuš. s pump. SK1,6908808,0.78,750ml,PET-Boca,,4.49,5.99,8714789526508,Kozmetika,4.49
Rama Margarin SK1,6908911,0.4,400g,Posudica,,1.99,4.98,8719200265127,Hrana,1.99
Punjena tjestenina SK13,0217584,0.25,250g,Pakovanje,Deluxe,2.29,9.16,4056489291282,Hrana,2.29
Kotanyi zaèini SK71,0217856,0.038,"33g,35g,36g,48g",Staklo,,2.49,75.45,9001414041116,Hrana,2.49
Kotanyi zaèini SK71,0217856,0.038,"33g,35g,36g,48g",Staklo,,2.49,69.17,9001414041116,Hrana,2.49
Pjena za èišæenje lica SK1,0217980,0.209,200ml,Dozator,Cien,2.99,14.95,4335619113589,Kozmetika,2.99
Juha s rezancima SK1,0218132,0.205,"250g,182g",Posudica,Vitasia,1.59,6.36,4335619113824,Hrana,1.36
Juha s rezancima SK1,0218132,0.205,"250g,182g",Posudica,Vitasia,1.59,6.36,4335619113831,Hrana,1.36
Micelarna vodica za lice SK1,0218208,0.404,400ml,PET-Boca,Cien,2.65,6.63,4056489817642,Kozmetika,2.65
Jogurt - Müsli SK1,0218679,0.25,250g,Posudica,Chef Select,2.49,9.96,4335619126480,Hrana,2.49
Veganska proteinska kaša SK1,0219168,0.06,60g,Vrecica,Crownfield,1.19,19.83,4335619127630,Hrana,1.19
Proteinski sladoledni kup SK2,0219400,0.29,500ml,Posudica,Gelatelli,2.91,5.82,4335619128866,Hrana,Nije_bilo_u_prodaji_02.05.2025
Piramida kozjeg krem ??sira SK2,0219555,0.15,150g,Pakovanje,Deluxe,1.99,13.27,4335619129511,Hrana,1.99
Tortelloni XXL SK8,0219620,0.5,500g,Vrecica,Chef Select,2.35,4.7,20488451,Hrana,2.35
Miris za perilicu posuða 3x4ml SK2,0219681,0.012,3x4ml,Pakovanje,W5,1.39,115.83,4335619129894,Sredstva za èišæenje,1.39
Èokoladni posip SK4,0220047,0.4,400g,Kart. na prekl.,Belbake,2.75,6.88,4056489582533,Hrana,2.75
Èokoladni posip SK4,0220047,0.4,400g,Kart. na prekl.,Belbake,2.75,6.88,4056489582540,Hrana,2.75
"Hrana za pse, govedina",0220155,1.25,1250g,Limenka,Bellosan,1.59,1.27,20124021,Proizvodi za kuæanstvo,1.59
"Hrana za pse, govedina",0220155,1.25,1250g,Limenka,Bellosan,1.59,1.27,4335619134799,Proizvodi za kuæanstvo,1.59
Indijski umak za kuhanje,0220200,0.375,375g,Vrecica,Vitasia,2.99,7.97,4335619134966,Hrana,2.63
Sirevi - specij. zemalja CH/FR SK2,0220701,1,"ca. 180g,ca. 220g,ca. 250g",Pakovanje,Meine Käserei,29.99,29.99,2845850000000,Hrana,29.99
Španjolski zaèini SK1,0220802,0.062,"55g,75g",Limenka,Sol&Mar,2.19,39.82,4335619136953,Hrana,2.19
Lak za nokte Spring Sky,0221313,0.011,11ml,Boca,Cien Beauty,1.09,1.09,4335619149137,Kozmetika,1.09
Bitterol Sprizz 5% Vol.,0221329,0.984,"4x0,25l",Limenka,Bitterol,3.99,3.99,4335619149267,Piæe,3.99
Cherry Blossom Gin 40% Vol.,0221332,0.471,"0,7l",Boca,Vitasia,7.99,11.41,4304493270381,Piæe,7.99
Èips SK35,0221606,0.2,200g,Vrecica,MCENNEDY,1.99,9.95,4056489414926,Hrana,1.99
Ginato Clem. Or&Neb Grape Ita.Gin,0221691,0.57,"0,7l",Boca,,13.99,19.99,5060434132093,Piæe,13.99
Hrenovke u kukuruznom tijestu,0222103,0.49,490g,Kart. na prekl.,Vitasia,7.49,15.29,4056489989257,Hrana,6.61
Kotanyi slatki zaèini SK72,0222573,0.065,"63g,65g,70g",Staklo,,2.49,38.31,9001414303412,Hrana,2.49
Kotanyi slatki zaèini SK72,0222573,0.065,"63g,65g,70g",Staklo,,2.49,35.57,9001414303412,Hrana,2.49
Mediteranska predjela SK2,0224178,0.403,"410g,390g",Plitica,Italiamo,4.59,11.2,20337544,Hrana,4.59
Gin&Tonic 5%,0224496,0.27,"0,25l",Limenka,Castelgy,0.99,3.96,4304493270701,Piæe,0.99
Pasta Snack Pot ,0224611,0.069,69g,Posudica,Kania,1.79,25.94,4335619174504,Hrana,1.79
Salata od tune SK11,0224802,0.22,220g,Limenka,Nixe,2.27,10.32,4335619175280,Hrana,2.27
Sladoled vanilija-višnja,0225435,0.46,1l,Box,Ballino,2.59,2.59,4335619185562,Hrana,2.59
Tart SK1,0226412,0.253,"250g,255g",Kart. na prekl.,Deluxe,2.89,11.56,4335619197725,Hrana,2.89
Milch-Schnitte borovnica 10kom.,0226737,0.28,280g,Pakovanje,,4.69,16.75,8000500441480,Hrana,4.69
BO Klipiæ pistacija,0227994,0.11,110g,Rasuto,-,1.52,13.82,4335619215764,Hrana,Nije_bilo_u_prodaji_02.05.2025
GGN/MSC Sushi SK20,0228627,0.178,"168g,178,5g,185g",Pakovanje,select & go,3.79,21.23,4335619221642,Hrana,3.79
Èokolada za kuhanje SK7,0229461,0.2,200g,Pakovanje,Belbake,3.29,16.45,20158774,Hrana,3.29
Èokolada za kuhanje SK7,0229461,0.2,200g,Pakovanje,Belbake,3.29,16.45,20158781,Hrana,3.29
Kozmetièko ogledalo,0466503,0.307,1ST,Pakovanje,Cien BEAUTY,3,3,4052916219034,Kozmetika,4.99
Set za manikuru-pedikuru,0472258,0.1,1ST,Pakovanje,Silvercrest Personal Care,14.99,14.99,4052916436929,Kozmetika,14.99
Pribor za manikuru-pedikuru,0472265,0.04,1ST,Pakovanje,Cien BEAUTY,1.99,1.99,4052916451496,Kozmetika,1.99
Set kozmetièkih kistova u torbici,0472271,0.174,1ST,Pakovanje,Cien BEAUTY,6.99,6.99,4052916441091,Kozmetika,6.99
Set kozmetièkih kistova u torbici,0472271,0.174,1ST,Pakovanje,Cien BEAUTY,6.99,6.99,4052916441107,Kozmetika,6.99
Pribor za kozmetiku i manikuru,0472274,0.033,1ST,Pakovanje,Cien BEAUTY,1.99,1.99,4052916443927,Kozmetika,1.99
Pribor za kozmetiku i manikuru,0472274,0.033,1ST,Pakovanje,Cien BEAUTY,1.99,1.99,4052916443972,Kozmetika,1.99
Èetka za kosu,0472287,0.08,1ST,Pakovanje,Cien BEAUTY,2.49,2.49,4052916444269,Kozmetika,2.49
Èetka za kosu,0466861,0.078,1ST,Pakovanje,Cien BEAUTY,2.49,2.49,4052916219133,Kozmetika,2.49
Set za manikuru- pedikuru,0476915,0.146,1ST,Pakovanje,Silvercrest Personal Care,7,7,4052916119815,Kozmetika,7
Ureðaj za uklanjanje dlaèica,0476996,0.142,1ST,Pakovanje,Silvercrest Personal Care,7.99,7.99,4052916444528,Kozmetika,7.99
Mini ploèice SK2,6200040,0.2,200g,Vrecica,Eridanous,2.79,13.95,20128043,Hrana,2.79
Žele kocke SK2,6200062,0.4,400g,Kart. na prekl.,Eridanous,1.89,4.73,20110994,Hrana,1.89
Motana pita sa špin. i feta sirom,6200134,1,1000g,Pakovanje,Eridanous,4.29,4.29,20095260,Hrana,3.99
Hrskavi štapiæi SK2,6200286,0.175,175g,Vrecica,Eridanous,1.19,6.8,20116927,Hrana,1.19
Hrskavi štapiæi SK2,6200286,0.175,175g,Vrecica,Eridanous,1.19,6.8,4056489381549,Hrana,1.19
Grèki trajni kolaèiæi u sirupu SK1,6200336,0.4,400g,Plitica,Eridanous,4.39,10.98,20244705,Hrana,3.85
Punjene zelene masline SK2,6200453,0.35,370ml,Staklo,Eridanous,1.99,9.95,20293710,Hrana,1.99
Svježi namaz patlidž./paprika SK1,6200602,0.25,250g,Atmos-Pakiranje,Eridanous,1.49,5.96,20256470,Hrana,1.49
Kremasti grèki jogurt SK1,6202953,1,1kg,Kanta,Eridanous,3.19,3.19,4056489056201,Hrana,3.19
Tzatziki orig. grèki sa 15% èeš.,6204181,0.25,250g,Atmos-Pakiranje,Eridanous,1.49,5.96,20991883,Hrana,1.49
Štapiæi od kruha SK8,6204482,0.24,240g,Vrecica,Eridanous,1.54,6.42,4056489264774,Hrana,Nije_bilo_u_prodaji_02.05.2025
Manouri sir,6206564,0.2,200g,Vakumir. pakov.,Eridanous,2.89,14.45,4056489125945,Hrana,2.12
Head&Shoulders Šampon,0004845,0.31,300ml,PET-Boca,,3.99,13.3,5011321722644,Kozmetika,3.99
Head&Shoulders Šampon,0004845,0.31,300ml,PET-Boca,,3.99,13.3,5410076659456,Kozmetika,3.99
Head&Shoulders Šampon,0004845,0.31,300ml,PET-Boca,,3.99,13.3,8006540063569,Kozmetika,3.99
"BO Lovaèki kruh SUS, 400g",0004863,0.4,400g,Rasuto,,1.05,2.63,4052917312376,Hrana,1.05
"Dalmatinska peèenica, narezak",0004870,0.1,100g,Vakumir. pakov.,Okusi zavièaja,2.29,22.9,20539252,Hrana,2.29
Knorr Umaci SK1,0004901,0.336,750ml,Kart. na prekl.,,1.49,0.75,4038700117007,Hrana,1.49
Knorr Umaci SK1,0004901,0.336,750ml,Kart. na prekl.,,1.49,0.5,4038700117021,Hrana,1.49
"Zelene mahune, duboko smrznute",0004908,1,1kg,Vrecica,Freshona,2.35,2.35,20268053,Hrana,2.35
Coca Cola 2x2l,0004915,4.16,2x2l,PET-Boca,Coca-Cola,3.99,1,5449000107350,Piæe,3.99
Potpuna hrana za pse SK21,0025323,1.24,1240g,Limenka,Orlando,1.89,1.52,20314262,Proizvodi za kuæanstvo,1.89
Potpuna hrana za pse SK21,0025323,1.24,1240g,Limenka,Orlando,1.89,1.52,4056489142348,Proizvodi za kuæanstvo,1.89
Kremasti sapun SK4,0025359,0.15,150g,Pakovanje,Cien,0.79,5.27,4056489997634,Kozmetika,0.79
Mozzarella za pizzu,0025490,0.4,400g,Pakovanje,Italiamo,3.19,7.98,20098179,Hrana,3.19
Krema za njegu lica SK8,0051058,0.052,50ml,Tuba,Cien,1.75,35,20277246,Kozmetika,1.75
Snack s okusom luka,0051135,0.1,100g,Vrecica,Snack Day,0.89,8.9,20279981,Hrana,0.89
Salama SK1,5605965,0.12,120g,Atmos-Pakiranje,French Style,2.29,19.08,,Hrana,2.29
Paprika babura,0082645,1,1kg,Rasuto,,2.49,2.49,,Hrana,3.99
Komoraè,0082690,1,1kg,Rasuto,,1.99,1.99,,Hrana,1.99
Remington Sušilo za kosu,0435622,0.775,1ST,Pakovanje,,10,10,,Kozmetika,10
Jabuka crvena Idared,0080220,1,1kg,Rasuto,,1.49,1.49,,Hrana,1.49
"Mimosa 4,5%",0209959,0.2,"0,200l",Limenka,Allini,0.8,0.04,,Piæe,Nije_bilo_u_prodaji_02.05.2025
Mješavina za tart SK3,0226509,0.524,"490g,535g",Kart. na prekl.,Duc de Coeur,2.29,4.28,,Hrana,2.29
"Jaja iz podnog uzgoja, razred M",6907530,0.57,10komad,Pakovanje,,1.45,0.15,,Hrana,1.45
Banana,0080000,1,1kg,Rasuto,,1.29,1.29,,Hrana,1.59
Grožðe crveno bez koštica,0080480,1,1kg,Rasuto,,3.99,3.99,,Hrana,3.99
Naranèa,0080135,1,1kg,Rasuto,,1.49,1.49,,Hrana,1.49
Grejp,0080040,1,1kg,Rasuto,,1.69,1.69,,Hrana,1.69
Rajèica grapolo,0082466,1,1kg,Rasuto,,1.39,1.39,,Hrana,2.49
Kelj,0082960,1,1kg,Rasuto,,1.49,1.49,,Hrana,1.49
Paprika rog crvena,0082630,1,1kg,Rasuto,,2.49,2.49,,Hrana,3.99
Rajèica grappolo,0082465,1,1kg,Rasuto,,1.39,1.39,,Hrana,2.49
Blitva,0082101,0.5,500g,Pakovanje,,1.49,1.49,,Hrana,1.59
Mortadella SK1,6902988,0.15,150g,Atmos-Pakiranje,Pikok,1.79,11.93,,Hrana,1.79
Luk ljubièasti rinfuza,0083345,1,1kg,Rasuto,,1.29,1.29,,Hrana,1.19
Rotkvica svežanj,0082275,0.209,1komad,Svezanj,,0.69,0.69,,Hrana,0.69
Mineralna voda negazirana,0000004,1.5,"1,5l",PET-Boca,Saguaro,0.4,0.27,4304493256583,Piæe,0.45
Mineralna voda gazirana,0000007,1.5,"1,5l",PET-Boca,Saguaro,0.4,0.27,80007852,Piæe,0.45
Always Ultra higijenski ulošci BA,0000017,0.058,"9 komada, 10 komada, 14 komada",Pakovanje,,1.66,0.18,4015400931225,Proizvodi za kuæanstvo,1.66
"Ledeni èaj limun sa šeæerom 1,5l",0000026,1.5,"1,5l",PET-Boca,Freeway,1.05,0.7,4056489966609,Piæe,1.05
Lenor Omekšivaè 60 pranja Spring A.,0000085,1.8,"1,8l",PET-Boca,,5.57,3.09,8001841375489,Sredstva za èišæenje,5.57
Lenor Omekšivaè F. Wind 60 pranja,0000086,0.84,840ml,PET-Boca,,6.85,8.15,8006540241233,Sredstva za èišæenje,6.85
Lenor Omekšivaè G. Orchid 48 pranja,0000087,1.42,"1,42l",PET-Boca,,5.57,0.12,8001841375885,Sredstva za èišæenje,5.57
Lenor Omekšivaè Fresh Wind 55 pr.,0000121,0.767,770ml,PET-Boca,,6.85,8.9,8006540863138,Sredstva za èišæenje,6.85
Persil Tek. deter. Color 44 pranja,0000140,2.05,"1,98l",PET-Boca,Henkel,15.29,0.35,9000101568363,Sredstva za èišæenje,15.29
Milka Oreo kuglice,0000326,0.112,112g,Pakovanje,,2.92,26.07,7622210750600,Hrana,2.92
Gillette Fusion Sport brijaè+zam.b.,0000369,0.039,1komad,Pakovanje,,15.99,15.99,8700216075039,Kozmetika,15.99
Felix Fantastic Hrana za maèke,0000378,9.18,18x85g,Pakovanje,,8.99,5.88,8445290501523,Proizvodi za kuæanstvo,8.99
Old Spice Gel za tuširanje Wolftho.,0000437,0.711,675ml,PET-Boca,,4.39,6.5,8700216230988,Kozmetika,4.39
Old Spice Deo Stick Captain,0000440,0.099,85ml,PET-Boca,,4.39,51.65,8700216879866,Kozmetika,4.39
Lay’s èips Classic Piquant Paprika,0000446,0.2,200g,Vrecica,,2.29,11.45,8606017377535,Hrana,2.79
Jar Deterdzent za pranje posuða L.,0000475,2.752,"2x1,35l",Pakovanje,,6.49,6.49,8006540463598,Sredstva za èišæenje,6.49
Purina one hrana za pse govedina,0000484,0.34,4x85g,Pakovanje,,2.79,8.21,8445290299260,Proizvodi za kuæanstvo,2.79
Sladoled u keksu,0001211,0.536,8x120ml,Kart. na prekl.,Gelatelli,3.99,4.16,20192303,Hrana,3.89
Sladoled jagoda-vrhnje,0001214,0.46,1l,Box,Ballino,2.59,2.59,20218218,Hrana,2.59
"Papalina, cijela, smrz.",0001230,1,1kg,Vrecica,Ocean Sea,3.49,3.49,20257354,Hrana,3.49
Sanitar Sredstvo za èišæenje SK1,0001311,0.75,750ml,Boca,,2.09,2.79,3850111502736,Sredstva za èišæenje,2.09
Svinjski odresci od buta,0001385,0.6,600g,Atmos-Pakiranje,Naša mesnica,3.59,5.98,3858883380354,Hrana,4.19
"Lino Lješnjak èokolino, 500g",0001449,0.5,500g,Vrecica,,4.89,9.78,3850104227530,Hrana,4.99
Kiseli krastavci,0001480,0.33,720ml,Staklo,Okusi zavièaja,1.65,5,20273354,Hrana,1.65
